stt,question,answer
24,"Chỉ số giá xây dựng làm cơ sở xác định nội dung nào sau đây ?
a. Điều chỉnh sơ bộ tổng mức đầu tư xây dựng, tổng mức đầu tư xây dựng,
b. Điều chỉnh dự toán xây dựng, giá gói thầu xây dựng, giá hợp đồng xây dựng,
c. Quy đổi vốn đầu tư xây dựng công trình và quản lý chi phí đầu tư xây dựng.
d. Tất cả các nội dung ở trên",D
25,"Đơn vị nào chịu trách nhiệm về tính chính xác của giá trị đề nghị thanh toán trong hồ sơ đề nghị thanh toán vốn đầu tư?
a. Chủ đầu tư hoặc đại diện hợp pháp của chủ đầu tư
b. Cơ quan thanh toán vốn đầu tư
c. Cả 2 đơn vị trên
d. Không phải các đơn vị ở trên",A
26,"Dự án đầu tư xây dựng phải thực hiện quyết toán vốn đầu tư xây dựng khi nào
?a
. Sau khi hoàn thành bàn giao đưa vào sử dụng
b. Khi cấp có thẩm quyền có văn bản dừng hoặc cho phép chấm dứt thực hiện dự án
c. Đáp án a và b là đúng
d. Đáp án a và b là sai",A
27,"UBND cấp tỉnh có thẩm quyền nào dưới đây?
a. Ban hành hệ thống định mức dự toán xây dựng công trình
b. Công bố giá vật liệu xây dựng, đơn giá nhân công xây dựng, giá ca máy và thiết bị thi công, chỉ số giá xây dựng và đơn giá xây dựng công trình.
c. Công bố suất vốn đầu tư xây dựng công trình
d. Cả a và c",B
28,"Thẩm quyền điều chỉnh cơ cấu các khoản mục chi phí trong tổng mức đầu tư xây dựng của dự án đầu tư xây dựng do cơ quan nào sau đây?
a. Người quyết định đầu tư quyết định.
b. Chủ đầu tư tổ chức điều chỉnh, báo cáo người quyết định đầu tư và chịu trách nhiệm về việc điều chỉnh của mình.
c. Chủ đầu tư tổ chức điều chỉnh theo ủy quyền của Người quyết định đầu tư.
d. Các đáp án trên đều sai.",B
29,"Việc thẩm định tổng mức đầu tư xây dựng của dự án đầu tư xây dựng theo hình
thức PPP, do cơ quan nào dưới đây thẩm định?
a. Cơ quan chuyên môn về xây dựng thuộc Bộ Xây dựng, Bộ quản lý công trình xây dựng chuyên ngành.
b. Sở Xây dựng, Sở quản lý công trình xây dựng chuyên ngành.
c. Đơn vị đầu mối quản lý về hoạt động PPP thuộc cơ quan nhà nước có thẩm quyền ký kết hợp đồng dự án chủ trì.
d. Nhà đầu tư.",C
30,"Dự án xây dựng Trụ sở văn phòng Tổng cục Thuế có tổng mức đầu tư 180 tỷ đồng. Theo quy định của Luật Xây dựng 2014 và các văn bản quy phạm pháp luật hướng dẫn Luật, tổng mức đầu tư xây dựng của dự án này do cơ quan nào
dưới đây thẩm định?
a. Cơ quan chuyên môn về xây dựng thuộc Bộ Xây dựng thẩm định
b. Sở Xây dựng thẩm định
c. Cơ quan chuyên môn trực thuộc người quyết định đầu tư chủ trì tổ chức thẩm định.
d. Các đáp án trên đều sai.",A
31,"Dự toán xây dựng công trình sử dụng vốn đầu tư công (giai đoạn thiết kế bản vẽ thi công - trường hợp thiết kế ba bước), do cơ quan nào dưới đây phê duyệt?
a. Người quyết định đầu tư phê duyệt.
b. Chủ đầu tư phê duyệt.
c. Người quyết định đầu tư ủy quyền cho Chủ đầu tư phê duyệt.
d. Các đáp án trên đều sai.",B
32,"Đáp án nào dưới đây liệt kê đúng và đủ các khoản mục chi phí thuộc chi phí xây dựng trong dự toán xây dựng công trình?
a. Chi phí vật liệu, nhân công, máy và thiết bị thi công, chi phí chung, lợi nhuận của doanh nghiệp xây dựng.
b. Chi phí trực tiếp, chi phí quản lý của doanh nghiệp, chi phí điều hành sản xuất tại công trường, chi phí phục vụ công nhân, chi phí phục vụ thi công tại công trường và một số chi phí phục vụ cho quản lý khác của doanh nghiệp và lợi nhuận của doanh nghiệp xây dựng.
c. Tất cả các chi phí trực tiếp tạo nên sản phẩm xây dựng, lợi nhuận của doanh
nghiệp xây dựng và thuế giá trị gia tăng.
d. Chi phí trực tiếp, chi phí gián tiếp, thu nhập chịu thuế tính trước và thuế giá
trị gia tăng",D
33,"Chi phí trực tiếp trong chi phí xây dựng bao gồm nội dung nào sau đây ?
a. Chi phí vật liệu, chi phí nhân công, chi phí máy và thiết bị thi công
b. Chi phí chung
c. Chi phí nhà tạm để ở và điều hành thi công
d. Không nội dung nào ở trên",A
34,"Chi phí gián tiếp trong chi phí xây dựng không bao gồm chi phí nào sau đây
?
a. chi phí chung, chi phí nhà tạm để ở và điều hành thi công
b. Chi phí cho một số công việc không xác định được khối lượng từ thiết kế
c. Chi phí gián tiếp được xác định bằng định mức tỷ lệ phần trăm
d. Thuế giá trị gia tăng",D
35,"Hợp đồng tư vấn xây dựng được áp dụng các loại giá hợp đồng nào sau đây?
a. Hợp đồng trọn gói;
b. Hợp đồng theo đơn giá (cố định và điều chỉnh);
c. Hợp đồng theo thời gian;
d. Tất cả các loại giá hợp đồng nêu trên.",D
36,"Hợp đồng tư vấn xây dựng được ký kết giữa bên giao thầu và bên nhận thầu có
giá trị hợp đồng là 25 tỷ. Vậy, giá trị tạm ứng tối thiểu cho hợp đồng xây dựng
này là bao nhiêu?
a. 10% giá hợp đồng;
b. 15% giá hợp đồng;
c. 20% giá hợp đồng;
d. 25% giá hợp đồng.",B
37,"Nội dung nào sau đây là đúng quy định về việc bảo đảm thanh toán hợp đồng xây dựng?
a. Trước khi ký kết hợp đồng xây dựng, bên giao thầu phải có bảo đảm thanh toán phù hợp với tiến độ thanh toán đã thỏa thuận trong hợp đồng
b. Nghiêm cấm bên giao thầu ký kết hợp đồng xây dựng khi chưa có kế hoạch
vốn để thanh toán theo thỏa thuận thanh toán trong hợp đồng, trừ các công trình xây dựng theo lệnh khẩn cấp
c. Bao gồm cả nội dung a và b
d. Chỉ cần nội dung a hoặc b",C
38,"Mức tạm ứng hợp đồng xây dựng tối đa được là bao nhiêu % giá hợp đồng?
a. 40% giá hợp đồng;
b. 50% giá hợp đồng;
c. 60% giá hợp đồng:
d. 80% giá hợp đồng.",B
39,"Trong trường hợp Tổng thầu ký hợp đồng với nhà thầu phụ, quy định nào sau đây là đúng về trách nhiệm của nhà thầu đối với chủ đầu tư về tiến độ và chất lượng các công việc đã ký kết?
a. Các nhà thầu phụ trực tiếp có trách nhiệm đối với chủ đầu tư về phần công việc thực hiện.
b. Trách nhiệm thuộc về tổng thầu, kể cả các công việc do nhà thầu phụ thực hiện.
c. Cả tổng thầu và nhà thầu phụ có trách nhiệm trực tiếp đối với chủ đầu tư.
d. Các trường hợp trên đều đúng",B
40,"Thời điểm có hiệu lực của hợp đồng xây dựng là thời điểm nào trong các trường hợp sau đây?
a. Thời điểm ký kết hợp đồng (đóng dấu nếu có)
b. Thời điểm cụ thể do các bên thỏa thuận trong hợp đồng xây dựng và bên giao thầu đã nhận được bảo đảm thực hiện hợp đồng của bên nhận thầu (đối với hợp đồng có quy định về bảo đảm thực hiện hợp đồng);
c. Thời điểm ký kết hợp đồng (đóng dấu nếu có) và bên giao thầu đã nhận được bảo đảm thực hiện hợp đồng của bên nhận thầu (đối với hợp đồng có quy
định về bảo đảm thực hiện hợp đồng);
d. Thời điểm ký kết hợp đồng (đóng dấu nếu có) hoặc thời điểm cụ thể do các bên thỏa thuận trong hợp đồng xây dựng và bên giao thầu đã nhận được bảo đảm thực hiện hợp đồng của bên nhận thầu (đối với hợp đồng có quy định về bảo đảm thực hiện hợp đồng).",D
41,"Hợp đồng thi công xây dựng công trình được thanh lý khi nào?
a. Khi nghiệm thu, hoàn thành hạng mục công trình, công trình đưa vào sử dụng;
b. Khi hết thời hạn bảo hành;
c. Khi bên nhận thầu đã hoàn thành nghĩa vụ bảo hành hạng mục công trình, công trình;",D
42,"Hợp đồng thi công xây dựng công trình có giá trọn gói, được điều chỉnh theo những trường hợp nào dưới đây?
a. Khi khối lượng công việc nằm ngoài phạm vi công việc phải thực hiện của thiết kế theo hợp đồng.
b. Khi xảy ra bất khả kháng được Chủ đầu tư chấp thuận
c. Khi điều chỉnh biện pháp thi công
d. Khi khối lượng công việc thực tế hoàn thành được nghiệm thu tăng hoặc giảm so với khối lượng công việc tương ứng ghi trong hợp đồng.",A
43,"Đối với hợp đồng theo đơn giá điều chỉnh, trường hợp nào dưới đây không phải thực hiện ký kết phụ lục bổ sung hợp đồng?
a. Khối lượng thực tế hoàn thành được nghiệm thu tăng hoặc giảm lớn hơn 20% khối lượng công việc tương ứng ghi trong hợp đồng.
b. Bổ sung khối lượng công việc hợp lý chưa có đơn giá trong hợp đồng.
c. Điều chỉnh đơn giá toàn bộ hoặc một số đơn giá cho những công việc mà tại
thời điểm ký hợp đồng bên giao thầu và bên nhận thầu đã thỏa thuận điều chỉnh sau một khoảng thời gian nhất định kể từ ngày hợp đồng có hiệu lực.
d. Các trường hợp bất khả kháng và bất khả kháng khác theo quy định.",C
44,"Chi phí nào dưới đây không được coi là chi phí tư vấn đầu tư xây dựng?
a. Chi phí lập báo cáo đánh giá tác động môi trường.
b. Chi phí quan trắc biến dạng công trình.
c. Chi phí kiểm định chất lượng công trình.
d. Chi phí quy đổi vốn đầu tư xây dựng công trình.",B
45,"Chi phí thuê tư vấn nước ngoài thực hiện công việc lập nhiệm vụ, lập đồ án quy hoạch được giới hạn trong khoảng nào sau đây:
a. Không vượt quá 2 lần mức chi phí do tư vấn trong nước thực hiện xác định theo quy định của pháp luật.
b. Không vượt quá 3 lần mức chi phí do tư vấn trong nước thực hiện xác định theo quy định của pháp luật.
c. Không vượt quá 3,5 lần mức chi phí do tư vấn trong nước thực hiện xác định
theo quy định của pháp luật.
d. Không phương án nào đúng.",C
46,"Dự toán gói thầu tư vấn nước ngoài được xác định trên cơ sở nào dưới đây?
a. Chi phí tư vấn nước ngoài dự tính trong tổng mức đầu tư
b. Lập dự toán tháng - người (hoặc ngày - người)
c. Định mức chi phí thuê tư vấn nước ngoài
d. Dự toán chi phí tư vấn nước ngoài",D
47,"Dự toán gói thầu tư vấn đầu tư xây dựng bao gồm các chi phí nào sau đây?
a. Chi phí chuyên gia, chi phí quản lý, chi phí khác, thu nhập chịu thuế tính trước
b. Chi phí chuyên gia, chi phí khác, thu nhập chịu thuế tính trước, chi phí dự phòng
c. Chi phí chuyên gia, chi phí quản lý, chi phí khác, thu nhập chịu thuế tính trước, thuế và chi phí dự phòng.
d. Chi phí chuyên gia, chi phí quản lý, chi phí khác, thu nhập chịu thuế tính trước và thuế.",C
48,"Nhà thầu tư vấn quản lý chi phí đầu tư xây dựng có quyền nào sau đây?
a. Quyết định định mức xây dựng, giá xây dựng và các chi phí khác có liên quan khi xác định giá dự thầu để tham gia đấu thầu
b. Kiểm soát các thay đổi trong quá trình thi công xây dựng công trình có liên quan đến thay đổi chi phí đầu tư xây dựng công trình hoặc đẩy nhanh tiến độ xây dựng công trình
c. Xem xét, chấp thuận các đề xuất thay đổi về giá vật tư, vật liệu xây dựng theo đề xuất của tư vấn thiết kế hoặc nhà thầu thi công xây dựng
d. Yêu cầu chủ đầu tư thanh toán các khoản chi phí theo hợp đồng đã ký kết; được thanh toán các khoản vay do chậm thanh toán.",D
49,"Nhà thầu tư vấn quản lý chi phí đầu tư xây dựng có các nghĩa vụ nào sau đây?
a. Chịu trách nhiệm trước pháp luật và chủ đầu tư về kết quả thực hiện công việc tư vấn của mình và bồi thường thiệt hại gây ra cho chủ đầu tư (nếu có) theo hợp đồng đã ký kết và pháp luật có liên quan
b. Tổ chức xác định các định mức dự toán xây dựng mới hoặc điều chỉnh của công trình làm cơ sở quản lý chi phí đầu tư xây dựng
c. Tổ chức kiểm soát chi phí đầu tư xây dựng công trình theo quy định
d. Cả 3 phương án trên",A
50,"Trong quản lý chi phí đầu tư xây dựng, chủ đầu tư có các quyền gì sau đây?
a. Chấp thuận thực hiện lựa chọn tổ chức tư vấn quản lý chi phí đầu tư xây dựng đủ điều kiện năng lực theo quy định tại Nghị định về quản lý dự án đầu tư xây dựng để thực hiện thẩm tra tổng mức đầu tư, dự toán xây dựng công trình làm cơ sở cho việc thẩm định, phê duyệt.
b. Chấp thuận các đề xuất về thay đổi vật tư, vật liệu xây dựng, biện pháp thi công, yêu cầu kỹ thuật theo đề xuất của tư vấn thiết kế hoặc nhà thầu thi công xây dựng
c. Thực hiện một số công việc tư vấn đầu tư xây dựng nếu có đủ điều kiện năng lực theo quy định.
d. Phương án b, c",D
51,"Việc tạm ứng hợp đồng chỉ được thực hiện trong trường hợp nào sau đây?
a. Sau khi hợp đồng xây dựng có hiệu lực, riêng đối với hợp đồng thi công xây
dựng thì phải có cả kế hoạch giải phóng mặt bằng theo đúng thỏa thuận trong hợp đồng,
b. Bên giao thầu đã nhận được bảo lãnh tiền tạm ứng (nếu có) tương ứng với giá trị của từng loại tiền mà các bên đã thỏa thuận.
c. Đồng thời cả a và b
d. Không cần trường hợp nào ở trên",C
